budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT03709,USR043,INC00388,2150000.0,1250000.0,600000.0,4000000.0,3400000.0,salary,2024-06-01 07:11:00
BGT08608,USR069,INC03524,4350000.0,2800000.0,2150000.0,9300000.0,7150000.0,business,2024-11-19 21:44:00
BGT01888,USR040,INC03741,2300000.0,1250000.0,1000000.0,4550000.0,3550000.0,part_time,2023-08-17 06:17:00
BGT04373,USR062,INC02051,2900000.0,1950000.0,1000000.0,5850000.0,4850000.0,salary,2024-08-13 13:45:00
BGT09262,USR051,INC04123,3200000.0,2300000.0,1750000.0,7250000.0,5500000.0,business,2024-08-26 01:21:00
BGT00175,USR006,INC09691,1000000.0,500000.0,500000.0,2000000.0,1500000.0,allowance,2024-01-02 13:09:00
BGT06235,USR053,INC09665,2200000.0,1350000.0,1100000.0,4650000.0,3550000.0,salary,2023-07-26 23:08:00
BGT04162,USR037,INC09109,1400000.0,700000.0,400000.0,2500000.0,2100000.0,allowance,2023-02-01 22:54:00
BGT04353,USR020,INC05695,950000.0,500000.0,300000.0,1750000.0,1450000.0,allowance,2023-03-30 23:47:00
BGT02633,USR062,INC01144,4150000.0,2500000.0,1150000.0,7800000.0,6650000.0,business,2023-08-30 20:48:00
BGT03992,USR024,INC03760,1450000.0,700000.0,550000.0,2700000.0,2150000.0,part_time,2023-01-30 23:28:00
BGT04115,USR002,INC09745,600000.0,400000.0,250000.0,1300000.0,1000000.0,scholarship,2023-04-28 01:09:00
BGT01349,USR029,INC05204,1700000.0,1150000.0,1000000.0,3850000.0,2850000.0,allowance,2023-06-21 21:26:00
BGT06486,USR039,INC04027,1900000.0,1100000.0,550000.0,3550000.0,3000000.0,freelance,2023-12-28 02:17:00
BGT05351,USR030,INC02272,1550000.0,1050000.0,800000.0,3400000.0,2600000.0,internship,2023-08-25 15:26:00
BGT01142,USR047,INC05584,1900000.0,1250000.0,650000.0,3850000.0,3150000.0,freelance,2023-07-28 02:09:00
BGT02798,USR006,INC07516,1050000.0,650000.0,550000.0,2250000.0,1700000.0,scholarship,2023-12-07 11:48:00
BGT07905,USR007,INC00561,1300000.0,900000.0,550000.0,2750000.0,2200000.0,part_time,2023-05-13 23:28:00
BGT07293,USR014,INC08302,1500000.0,850000.0,300000.0,2650000.0,2350000.0,allowance,2024-06-16 01:02:00
BGT01963,USR053,INC03324,2050000.0,1000000.0,700000.0,3750000.0,3050000.0,bonus,2023-07-02 17:26:00
BGT09893,USR058,INC07857,2750000.0,1650000.0,750000.0,5150000.0,4400000.0,salary,2024-07-18 11:21:00
BGT07882,USR004,INC05157,1150000.0,700000.0,500000.0,2350000.0,1850000.0,allowance,2024-01-20 07:16:00
BGT03655,USR008,INC04915,1100000.0,800000.0,600000.0,2500000.0,1900000.0,part_time,2023-08-02 21:35:00
BGT01639,USR051,INC09683,1400000.0,850000.0,850000.0,3100000.0,2250000.0,salary,2024-10-24 15:55:00
BGT01591,USR011,INC01302,500000.0,350000.0,250000.0,1100000.0,850000.0,part_time,2023-07-24 10:58:00
BGT05262,USR012,INC08768,1150000.0,600000.0,350000.0,2100000.0,1750000.0,allowance,2023-05-21 02:07:00
BGT09507,USR010,INC00889,1250000.0,750000.0,350000.0,2400000.0,2000000.0,scholarship,2023-07-20 23:32:00
BGT09165,USR014,INC05215,700000.0,500000.0,350000.0,1550000.0,1200000.0,part_time,2023-06-19 06:08:00
BGT06714,USR051,INC09925,2350000.0,1200000.0,650000.0,4200000.0,3550000.0,bonus,2024-09-05 09:38:00
BGT07358,USR022,INC08656,1300000.0,800000.0,350000.0,2450000.0,2100000.0,freelance,2024-05-20 17:17:00
BGT09600,USR044,INC06575,1700000.0,900000.0,850000.0,3450000.0,2600000.0,salary,2024-02-18 06:36:00
BGT08548,USR009,INC06476,1300000.0,850000.0,500000.0,2700000.0,2150000.0,allowance,2023-05-20 15:27:00
BGT09495,USR009,INC07153,900000.0,550000.0,400000.0,1850000.0,1450000.0,part_time,2023-06-06 06:24:00
BGT00987,USR020,INC02207,1300000.0,800000.0,600000.0,2700000.0,2100000.0,scholarship,2023-10-26 06:59:00
BGT05054,USR029,INC03453,1000000.0,600000.0,350000.0,1950000.0,1600000.0,part_time,2023-11-05 00:06:00
BGT08776,USR010,INC05030,850000.0,500000.0,200000.0,1600000.0,1350000.0,allowance,2024-03-08 11:39:00
BGT01082,USR047,INC01676,3750000.0,2150000.0,1450000.0,7350000.0,5900000.0,salary,2023-10-17 13:33:00
BGT08057,USR023,INC06776,1850000.0,1000000.0,650000.0,3500000.0,2850000.0,freelance,2023-12-23 15:03:00
BGT09304,USR003,INC04850,900000.0,500000.0,350000.0,1750000.0,1400000.0,allowance,2023-08-16 16:42:00
BGT02466,USR010,INC06024,950000.0,500000.0,300000.0,1750000.0,1450000.0,part_time,2023-11-06 15:07:00
BGT08380,USR026,INC00408,950000.0,600000.0,250000.0,1800000.0,1550000.0,internship,2023-03-27 08:25:00
BGT02003,USR007,INC07421,1550000.0,850000.0,450000.0,2850000.0,2400000.0,scholarship,2024-09-17 17:54:00
BGT01560,USR006,INC03360,1350000.0,800000.0,450000.0,2600000.0,2150000.0,allowance,2024-11-19 11:11:00
BGT05726,USR004,INC04237,1400000.0,800000.0,750000.0,2950000.0,2200000.0,allowance,2023-02-02 04:08:00
BGT03069,USR063,INC01447,4800000.0,3350000.0,1650000.0,9800000.0,8150000.0,business,2024-10-05 06:59:00
BGT05838,USR043,INC00314,1700000.0,1000000.0,450000.0,3150000.0,2700000.0,freelance,2023-04-30 10:11:00
BGT02780,USR019,INC09232,1100000.0,750000.0,600000.0,2450000.0,1850000.0,scholarship,2024-12-02 17:47:00
BGT06831,USR007,INC03158,800000.0,450000.0,350000.0,1600000.0,1250000.0,allowance,2024-08-18 20:16:00
BGT09329,USR037,INC07329,2400000.0,1600000.0,900000.0,4900000.0,4000000.0,allowance,2024-12-22 20:00:00
BGT09137,USR006,INC04325,-850000.0,500000.0,300000.0,1650000.0,-350000.0,allowance,2024-12-05 15:48:00
BGT06941,USR063,INC01323,3550000.0,2100000.0,900000.0,6600000.0,5650000.0,business,2024-05-06 19:06:00
BGT02593,USR024,INC00223,1900000.0,1150000.0,450000.0,355000000.0,3050000.0,freelance,2023-08-29 13:23:00
BGT05378,USR002,INC08968,1150000.0,800000.0,500000.0,2500000.0,1950000.0,part_time,2024-06-21 05:56:00
BGT07008,USR059,INC02382,3600000.0,2400000.0,1700000.0,7700000.0,6000000.0,salary,2024-02-08 20:14:00
BGT08759,USR072,INC00987,5200000.0,2500000.0,1900000.0,9600000.0,7700000.0,bonus,2023-11-01 09:32:00
BGT02328,USR023,INC03195,950000.0,600000.0,500000.0,2050000.0,1550000.0,part_time,2024-01-27 22:28:00
BGT00241,USR012,INC01502,950000.0,500000.0,450000.0,1900000.0,1450000.0,scholarship,2024-01-04 15:13:00
BGT09522,USR032,INC02481,2450000.0,1300000.0,750000.0,4500000.0,3750000.0,allowance,2024-03-27 06:42:00
BGT03750,USR028,INC04785,2100000.0,1500000.0,900000.0,4500000.0,3600000.0,part_time,2023-01-18 02:06:00
BGT05684,USR056,INC01269,2850000.0,1550000.0,1400000.0,5800000.0,4400000.0,bonus,2024-02-07 04:27:00
BGT05409,USR052,INC02659,3950000.0,2550000.0,1250000.0,7750000.0,6500000.0,bonus,2024-09-13 02:27:00
BGT03230,USR073,INC06886,1950000.0,1300000.0,1200000.0,4450000.0,3250000.0,salary,2023-10-29 14:57:00
BGT02041,USR049,INC01940,3850000.0,2100000.0,1050000.0,7000000.0,5950000.0,freelance,2024-05-23 07:37:00
BGT09620,USR039,INC01023,1550000.0,1100000.0,750000.0,3400000.0,2650000.0,allowance,2024-08-29 18:19:00
BGT04457,USR047,INC07183,2550000.0,1700000.0,850000.0,5100000.0,4250000.0,salary,2023-08-29 02:20:00
BGT05746,USR069,INC07529,2800000.0,1750000.0,1700000.0,6250000.0,4550000.0,salary,2024-04-24 15:46:00
BGT01652,USR003,INC04692,1250000.0,700000.0,300000.0,2250000.0,1950000.0,allowance,2023-02-19 11:08:00
BGT07459,USR049,INC00213,3700000.0,2050000.0,1350000.0,7100000.0,5750000.0,bonus,2023-11-08 23:30:00
BGT00371,USR035,INC08500,1400000.0,850000.0,900000.0,3150000.0,2250000.0,freelance,2023-08-03 20:06:00
BGT03110,USR073,INC06222,1950000.0,1250000.0,900000.0,4100000.0,3200000.0,freelance,2023-04-01 08:25:00
BGT03487,USR004,INC05658,1600000.0,850000.0,500000.0,2950000.0,2450000.0,part_time,2023-02-16 19:17:00
BGT03507,USR012,INC03325,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2024-03-30 07:57:00
BGT05720,USR018,INC01497,900000.0,650000.0,500000.0,2050000.0,1550000.0,allowance,2024-07-01 19:47:00
BGT01358,USR021,INC00994,2250000.0,1300000.0,650000.0,4200000.0,3550000.0,allowance,2024-03-29 06:45:00
BGT01170,USR064,INC01463,2100000.0,1500000.0,800000.0,4400000.0,3600000.0,bonus,2024-10-08 23:00:00
BGT06922,USR041,INC01869,2350000.0,1600000.0,700000.0,4650000.0,3950000.0,bonus,2023-06-16 16:17:00
BGT09760,USR069,INC02260,4800000.0,2750000.0,1550000.0,9100000.0,7550000.0,business,2024-07-23 17:51:00
BGT04787,USR019,INC02743,650000.0,300000.0,200000.0,1150000.0,950000.0,allowance,2023-10-14 08:37:00
BGT09452,USR047,INC07226,2750000.0,1750000.0,600000.0,5100000.0,4500000.0,bonus,2023-08-23 17:28:00
BGT09439,USR041,INC05029,1800000.0,1100000.0,850000.0,3800000.0,2900000.0,bonus,2023-07-02 21:26:00
BGT00851,USR001,INC05248,750000.0,450000.0,350000.0,1550000.0,1200000.0,scholarship,2023-02-28 01:18:00
BGT01351,USR050,INC06009,3000000.0,2050000.0,1600000.0,6650000.0,5050000.0,business,2023-07-11 05:13:00
BGT00805,USR004,INC00246,750000.0,350000.0,250000.0,135000000.0,1100000.0,allowance,2024-05-16 17:40:00
BGT08290,USR029,INC01901,2650000.0,1450000.0,850000.0,4950000.0,4100000.0,part_time,2023-04-16 19:46:00
BGT03802,USR051,INC06227,3050000.0,1700000.0,750000.0,5500000.0,4750000.0,business,2024-02-22 19:49:00
BGT08577,USR019,INC02189,700000.0,400000.0,250000.0,1350000.0,1100000.0,scholarship,2023-01-27 18:07:00
BGT08169,USR035,INC05138,1350000.0,1000000.0,700000.0,3050000.0,2350000.0,internship,2024-10-25 04:06:00
BGT07100,USR065,INC00665,2300000.0,1300000.0,950000.0,4550000.0,3600000.0,salary,2023-05-03 15:46:00
BGT08373,USR008,INC06790,950000.0,550000.0,550000.0,2100000.0,1500000.0,part_time,2024-04-04 23:08:00
BGT09120,USR026,INC02167,2450000.0,1450000.0,650000.0,4550000.0,3900000.0,internship,2024-06-19 00:39:00
BGT00546,USR015,INC08688,950000.0,600000.0,250000.0,1800000.0,1550000.0,allowance,2023-03-31 10:58:00
BGT02469,USR021,INC05899,1850000.0,1300000.0,900000.0,4050000.0,3150000.0,part_time,2023-01-14 20:54:00
BGT05071,USR055,INC00219,4250000.0,2300000.0,1150000.0,7700000.0,6550000.0,freelance,2024-03-02 19:53:00
BGT07235,USR065,INC01787,2550000.0,1650000.0,750000.0,4950000.0,4200000.0,freelance,2023-01-22 21:33:00
BGT04792,USR017,INC08019,450000.0,300000.0,250000.0,1000000.0,750000.0,part_time,2023-08-28 20:28:00
BGT00190,USR004,INC05944,850000.0,500000.0,250000.0,1600000.0,1350000.0,part_time,2024-03-21 17:44:00
BGT06664,USR047,INC05015,1600000.0,1050000.0,550000.0,3200000.0,2650000.0,bonus,2024-05-08 18:51:00
BGT09403,USR050,INC07416,4050000.0,2550000.0,1150000.0,7750000.0,6600000.0,bonus,2024-04-30 05:54:00
BGT05867,USR002,INC02609,950000.0,600000.0,300000.0,1900000.0,1550000.0,scholarship,2023-07-17 20:50:00
BGT04037,USR048,INC00899,3450000.0,2050000.0,1100000.0,6600000.0,5500000.0,bonus,2023-03-05 23:05:00
BGT08651,USR051,INC01611,3100000.0,1900000.0,1550000.0,6550000.0,5000000.0,salary,2023-08-16 18:41:00
BGT04575,USR068,INC08975,3200000.0,1600000.0,900000.0,5750000.0,4800000.0,business,2024-12-27 10:28:00
BGT00604,USR010,INC06264,750000.0,450000.0,350000.0,1550000.0,1200000.0,allowance,2023-04-25 03:22:00
BGT04166,USR031,INC07373,1900000.0,1300000.0,1050000.0,4250000.0,3200000.0,internship,2024-11-18 09:29:00
BGT04637,USR063,INC06736,4500000.0,2450000.0,1200000.0,8150000.0,6950000.0,business,2024-06-17 02:43:00
BGT08411,USR009,INC07268,850000.0,550000.0,300000.0,1700000.0,1400000.0,part_time,2024-08-12 05:55:00
BGT05554,USR053,INC01793,3050000.0,2100000.0,1200000.0,6350000.0,5150000.0,salary,2024-02-04 23:05:00
BGT04290,USR028,INC04010,1250000.0,800000.0,600000.0,2650000.0,2050000.0,internship,2024-11-05 16:44:00
BGT07872,USR061,INC04653,4100000.0,2550000.0,1550000.0,8250000.0,6650000.0,business,2023-03-24 21:51:00
BGT03066,USR012,INC06046,1250000.0,850000.0,650000.0,2800000.0,2100000.0,part_time,2024-12-22 10:38:00
BGT02660,USR021,INC04373,1750000.0,1200000.0,600000.0,3600000.0,2950000.0,internship,2023-01-22 15:17:00
BGT01991,USR028,INC07723,1100000.0,850000.0,500000.0,2450000.0,1950000.0,allowance,2023-02-02 08:18:00
BGT03510,USR051,INC06493,1900000.0,950000.0,600000.0,3450000.0,2850000.0,salary,2024-12-05 17:23:00
BGT07592,USR060,INC06141,3450000.0,1900000.0,1700000.0,7050000.0,5350000.0,freelance,2024-12-08 10:21:00
BGT07419,USR060,INC04578,2150000.0,1400000.0,750000.0,4300000.0,3550000.0,freelance,2023-02-04 03:47:00
BGT00339,USR004,INC09788,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-10-15 18:29:00
BGT02242,USR038,INC08709,1250000.0,800000.0,350000.0,2400000.0,2050000.0,part_time,2023-07-26 12:49:00
BGT06356,USR064,INC05174,4400000.0,2400000.0,2050000.0,8850000.0,6800000.0,investment_return,2023-10-24 01:25:00
BGT08856,USR038,INC03361,1700000.0,950000.0,700000.0,3350000.0,2650000.0,freelance,2023-05-29 04:03:00
BGT06971,USR005,INC05735,1000000.0,700000.0,350000.0,2050000.0,1700000.0,allowance,2024-10-05 16:32:00
BGT01252,USR032,INC08592,2600000.0,1500000.0,550000.0,4650000.0,4100000.0,allowance,2024-08-17 07:59:00
BGT04864,USR046,INC03513,1700000.0,950000.0,1000000.0,3650000.0,2650000.0,bonus,2024-09-16 12:17:00
BGT04958,USR075,INC03155,4600000.0,2850000.0,1200000.0,8700000.0,7450000.0,bonus,2023-11-07 21:47:00
BGT00527,USR052,INC07959,1500000.0,950000.0,650000.0,3100000.0,2450000.0,freelance,2024-06-28 11:47:00
BGT02723,USR004,INC03547,1350000.0,750000.0,300000.0,2400000.0,2100000.0,part_time,2023-06-07 03:10:00
BGT02612,USR029,INC05700,1800000.0,1150000.0,850000.0,3800000.0,2950000.0,internship,2024-05-19 15:46:00
BGT07910,USR062,INC02496,2800000.0,1750000.0,1150000.0,5700000.0,4550000.0,investment_return,2024-08-12 00:10:00
BGT01748,USR069,INC09732,2200000.0,1250000.0,1200000.0,4650000.0,3450000.0,freelance,2023-08-29 03:12:00
BGT04509,USR007,INC09389,550000.0,350000.0,100000.0,1000000.0,900000.0,scholarship,2023-11-15 05:42:00
BGT07329,USR042,INC00926,3750000.0,2500000.0,1400000.0,7650000.0,6250000.0,freelance,2024-03-07 16:42:00
BGT05807,USR014,INC01266,900000.0,600000.0,350000.0,1850000.0,1500000.0,part_time,2023-09-11 03:09:00
BGT03250,USR042,INC07688,1450000.0,1050000.0,750000.0,3250000.0,2500000.0,salary,2024-12-01 12:11:00
BGT08878,USR065,INC08040,4500000.0,2150000.0,1650000.0,8300000.0,6650000.0,bonus,2024-04-20 09:17:00
BGT03044,USR035,INC06778,1400000.0,800000.0,700000.0,2900000.0,2200000.0,part_time,2024-07-02 13:53:00
BGT03500,USR002,INC03008,550000.0,350000.0,300000.0,1200000.0,900000.0,part_time,2024-07-06 05:13:00
BGT07605,USR042,INC08733,3150000.0,1900000.0,1750000.0,6800000.0,5050000.0,salary,2024-02-23 16:28:00
BGT02854,USR042,INC01316,2600000.0,1700000.0,900000.0,5200000.0,4300000.0,business,2023-02-09 08:21:00
BGT02905,USR010,INC03853,1250000.0,650000.0,500000.0,2450000.0,1900000.0,part_time,2024-01-27 05:45:00
BGT07248,USR055,INC08359,3150000.0,1750000.0,1400000.0,6300000.0,4900000.0,business,2023-09-09 03:07:00
BGT06018,USR025,INC09570,1000000.0,700000.0,550000.0,2250000.0,1700000.0,internship,2023-06-07 02:58:00
BGT02265,USR023,INC02551,2400000.0,1450000.0,700000.0,4550000.0,3850000.0,part_time,2024-05-20 13:28:00
BGT07925,USR062,INC06693,3100000.0,1750000.0,850000.0,5700000.0,4850000.0,investment_return,2023-10-18 12:21:00
BGT09720,USR072,INC00265,2400000.0,-1450000.0,900000.0,4750000.0,950000.0,freelance,2024-12-28 06:09:00
BGT09535,USR065,INC08903,3400000.0,2250000.0,1150000.0,6850000.0,5650000.0,investment_return,2023-01-11 10:57:00
BGT02453,USR061,INC09354,2550000.0,1650000.0,750000.0,4950000.0,4200000.0,investment_return,2024-06-02 22:33:00
BGT09834,USR005,INC09584,1150000.0,850000.0,600000.0,2600000.0,2000000.0,scholarship,2024-11-30 05:33:00
BGT09225,USR073,INC09564,2950000.0,2150000.0,1350000.0,6450000.0,5100000.0,freelance,2023-05-31 09:24:00
BGT02666,USR032,INC08305,1450000.0,950000.0,450000.0,2850000.0,2400000.0,internship,2024-01-24 03:20:00
BGT02823,USR017,INC07424,1150000.0,700000.0,600000.0,2500000.0,1850000.0,scholarship,2023-11-04 18:26:00
BGT03305,USR019,INC05579,650000.0,350000.0,300000.0,1350000.0,1000000.0,part_time,2023-04-26 12:49:00
BGT09607,USR057,INC08235,3350000.0,1950000.0,1000000.0,6350000.0,5300000.0,salary,2024-12-31 14:05:00
BGT08267,USR036,INC05968,1950000.0,1300000.0,1000000.0,4250000.0,3250000.0,allowance,2024-05-12 23:33:00
BGT07809,USR075,INC08309,3650000.0,1800000.0,1300000.0,6750000.0,5450000.0,freelance,2023-10-01 06:48:00
BGT00284,USR039,INC08407,1100000.0,650000.0,450000.0,2200000.0,1750000.0,freelance,2023-08-09 23:06:00
BGT00810,USR030,INC08163,1450000.0,800000.0,450000.0,2700000.0,2250000.0,allowance,2023-01-16 04:55:00
BGT02203,USR048,INC08685,3150000.0,1750000.0,1150000.0,6050000.0,4900000.0,salary,2024-10-18 01:48:00
BGT00881,USR050,INC06246,4150000.0,2600000.0,1200000.0,7950000.0,6750000.0,salary,2023-03-15 17:06:00
BGT07030,USR046,INC04342,2250000.0,1600000.0,1050000.0,4900000.0,3850000.0,freelance,2023-04-11 22:28:00
BGT00687,USR038,INC06708,800000.0,600000.0,300000.0,1700000.0,1400000.0,freelance,2023-12-11 18:08:00
BGT01714,USR007,INC02271,1150000.0,700000.0,550000.0,2400000.0,1850000.0,part_time,2023-06-24 20:29:00
BGT07810,USR061,INC05202,3800000.0,2500000.0,1300000.0,7650000.0,6300000.0,business,2023-04-04 12:32:00
BGT05505,USR036,INC06110,2300000.0,1550000.0,850000.0,4700000.0,3850000.0,part_time,2023-06-25 17:03:00
BGT00536,USR075,INC04603,4150000.0,2200000.0,1500000.0,7850000.0,6350000.0,salary,2023-06-08 17:19:00
BGT05788,USR005,INC09023,750000.0,400000.0,350000.0,1500000.0,1150000.0,part_time,2024-03-10 22:59:00
BGT09932,USR074,INC06954,3450000.0,1750000.0,1300000.0,6500000.0,5200000.0,bonus,2023-08-09 08:26:00
BGT06873,USR059,INC00992,1750000.0,1150000.0,1050000.0,3950000.0,2900000.0,bonus,2024-03-04 11:27:00
BGT06465,USR026,INC07676,900000.0,600000.0,450000.0,1950000.0,1500000.0,allowance,2024-06-16 03:56:00
BGT09432,USR035,INC02861,1250000.0,600000.0,450000.0,2300000.0,1850000.0,freelance,2023-09-06 08:31:00
BGT05044,USR021,INC08952,1750000.0,1050000.0,550000.0,3350000.0,2800000.0,internship,2023-10-25 07:37:00
BGT07071,USR047,INC08162,1800000.0,1050000.0,1150000.0,4050000.0,2850000.0,bonus,2024-02-20 16:55:00
BGT00293,USR068,INC04618,2650000.0,1700000.0,1150000.0,5500000.0,4350000.0,freelance,2023-06-28 14:24:00
BGT03621,USR034,INC03968,1750000.0,1250000.0,700000.0,3700000.0,3000000.0,allowance,2023-07-26 04:59:00
BGT04214,USR061,INC08091,4850000.0,2600000.0,2100000.0,9550000.0,7450000.0,business,2024-08-21 21:52:00
BGT01778,USR002,INC03405,1100000.0,650000.0,400000.0,2200000.0,1750000.0,part_time,2024-04-12 00:40:00
BGT04609,USR074,INC07449,3800000.0,2150000.0,1200000.0,7200000.0,5950000.0,salary,2024-12-08 22:13:00
BGT08933,USR058,INC02940,2000000.0,1300000.0,700000.0,4000000.0,3300000.0,bonus,2023-04-07 22:45:00
BGT00472,USR021,INC09740,1500000.0,1000000.0,800000.0,3300000.0,2500000.0,allowance,2024-05-30 04:43:00
BGT00865,USR059,INC08515,3450000.0,1900000.0,1000000.0,6400000.0,5350000.0,business,2023-11-13 23:18:00
BGT01556,USR065,INC07149,3950000.0,2300000.0,2300000.0,8550000.0,6250000.0,investment_return,2023-05-31 13:08:00
BGT07111,USR055,INC03214,3700000.0,2100000.0,1200000.0,7000000.0,5800000.0,business,2024-05-03 09:45:00
BGT06228,USR024,INC04867,1250000.0,750000.0,700000.0,2700000.0,2000000.0,freelance,2023-10-20 17:37:00
BGT09067,USR073,INC02943,4450000.0,2600000.0,1850000.0,8900000.0,7050000.0,freelance,2023-06-15 09:07:00
BGT05416,USR036,INC09485,1700000.0,1150000.0,650000.0,3550000.0,2850000.0,allowance,2023-12-31 05:10:00
BGT06437,USR059,INC05797,2050000.0,1200000.0,400000.0,3650000.0,3250000.0,freelance,2024-08-05 16:18:00
BGT07550,USR043,INC01538,2000000.0,1050000.0,800000.0,3850000.0,3050000.0,freelance,2023-07-02 15:51:00
BGT09396,USR029,INC08997,1050000.0,600000.0,500000.0,2150000.0,1650000.0,allowance,2023-11-29 09:05:00
BGT09549,USR027,INC07444,1100000.0,600000.0,450000.0,2150000.0,1700000.0,freelance,2024-07-30 02:23:00
BGT02771,USR033,INC02169,850000.0,450000.0,400000.0,1700000.0,1300000.0,allowance,2024-12-30 23:16:00
BGT06101,USR052,INC03514,2350000.0,1400000.0,1450000.0,5250000.0,3750000.0,business,2023-03-04 02:21:00
BGT04032,USR061,INC05852,2600000.0,1400000.0,750000.0,4750000.0,4000000.0,business,2023-08-06 18:48:00
BGT01008,USR020,INC07086,900000.0,500000.0,400000.0,1800000.0,1400000.0,scholarship,2024-09-03 19:21:00
BGT01942,USR056,INC04481,2550000.0,1250000.0,750000.0,4550000.0,3800000.0,freelance,2024-09-11 17:08:00
BGT03921,USR041,INC07995,2550000.0,1350000.0,650000.0,4550000.0,3900000.0,business,2023-03-02 22:48:00
BGT00502,USR017,INC05963,1100000.0,650000.0,600000.0,2350000.0,1750000.0,scholarship,2023-06-17 17:45:00
BGT01420,USR029,INC00073,2500000.0,1350000.0,900000.0,4750000.0,3850000.0,allowance,2024-09-12 18:15:00
BGT02058,USR028,INC00454,2250000.0,1450000.0,850000.0,4550000.0,3700000.0,allowance,2024-09-04 16:32:00
BGT06796,USR064,INC04615,3500000.0,2050000.0,1750000.0,7300000.0,5550000.0,investment_return,2024-04-11 21:57:00
BGT02673,USR067,INC08104,2100000.0,-1300000.0,1200000.0,4600000.0,800000.0,bonus,2023-09-16 04:10:00
BGT06209,USR053,INC09054,2450000.0,1500000.0,450000.0,4400000.0,3950000.0,salary,2023-10-05 01:27:00
BGT08433,USR059,INC09989,2350000.0,1500000.0,800000.0,4650000.0,3850000.0,freelance,2024-03-07 22:03:00
BGT07803,USR043,INC08457,1950000.0,1300000.0,900000.0,4150000.0,3250000.0,salary,2024-12-22 00:36:00
BGT04621,USR003,INC03863,1350000.0,850000.0,400000.0,2650000.0,2200000.0,part_time,2024-01-18 05:46:00
BGT01378,USR050,INC04881,3500000.0,2300000.0,1450000.0,7250000.0,5800000.0,freelance,2023-07-02 00:51:00
BGT04116,USR049,INC01191,1550000.0,950000.0,950000.0,3450000.0,2500000.0,freelance,2024-11-27 10:43:00
BGT08067,USR011,INC07867,700000.0,400000.0,250000.0,1350000.0,1100000.0,allowance,2024-11-20 21:31:00
BGT05127,USR002,INC00108,1450000.0,750000.0,500000.0,2700000.0,2200000.0,part_time,2023-05-23 00:12:00
BGT05839,USR067,INC09859,3400000.0,1700000.0,1200000.0,6300000.0,5100000.0,business,2023-09-08 15:51:00
BGT08389,USR057,INC01741,4350000.0,2050000.0,1500000.0,7900000.0,6400000.0,salary,2024-07-16 17:53:00
BGT04322,USR058,INC00882,1800000.0,1100000.0,900000.0,3850000.0,2900000.0,business,2023-08-18 05:57:00
BGT07965,USR017,INC01665,1250000.0,850000.0,650000.0,2750000.0,2100000.0,part_time,2024-09-05 17:41:00
BGT09608,USR063,INC09689,3700000.0,2150000.0,2150000.0,8000000.0,5850000.0,business,2024-06-16 02:47:00
