transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media,month,year,budget_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date,transaction_count_to_date,total_expense_to_date,needs_expense,needs_expense_to_date,wants_expense,wants_expense_to_date,investment_expense,investment_expense_to_date,needs_usage_ratio,wants_usage_ratio,investment_usage_ratio,total_budget_usage_ratio,days_elapsed,avg_daily_spending,days_in_month,remaining_days,rolling_7d_spending,rolling_30d_spending,last_month_expense,is_overspending,overspending_status
TXN001523,USR001,2023-01-21 08:23:27,Compass,587000.0,shopping,Wants,Credit Card,CIMB Niaga,1,2023,BGT02980,INC00938,1400000.0,1000000.0,600000.0,3000000.0,2400000.0,allowance,2023-01-24 00:28:00,7,8517000.0,0.0,0.0,587000.0,1761000.0,0.0,6756000.0,0.0,1.761,11.26,3.54875,21,405571.4285714286,31,10,1833000.0,9173000.0,,True,overspending
TXN001523,USR001,2023-01-21 08:23:27,Compass,587000.0,shopping,Wants,Credit Card,CIMB Niaga,1,2023,BGT03654,INC07598,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-01-31 06:18:00,8,9104000.0,0.0,0.0,587000.0,2348000.0,0.0,6756000.0,0.0,7.826666666666667,33.78,10.710588235294118,21,433523.8095238095,31,10,2402000.0,9760000.0,,True,overspending
TXN005484,USR001,2023-01-22 12:21:46,Indodax,456500.0,investment,Investment,Transfer,LinkAja,1,2023,BGT04679,INC02284,750000.0,550000.0,300000.0,1600000.0,1300000.0,scholarship,2023-01-01 01:41:00,21,18322500.0,0.0,1422000.0,0.0,2348000.0,456500.0,14552500.0,1.896,4.2690909090909095,48.50833333333333,14.09423076923077,22,832840.9090909091,31,9,2840500.0,10216500.0,,True,overspending
TXN005484,USR001,2023-01-22 12:21:46,Indodax,456500.0,investment,Investment,Transfer,LinkAja,1,2023,BGT00334,INC07062,500000.0,300000.0,300000.0,1100000.0,800000.0,scholarship,2023-01-12 01:06:00,22,18779000.0,0.0,1422000.0,0.0,2348000.0,456500.0,15009000.0,2.844,7.826666666666667,50.03,23.47375,22,853590.9090909091,31,9,3279000.0,10673000.0,,True,overspending
TXN005484,USR001,2023-01-22 12:21:46,Indodax,456500.0,investment,Investment,Transfer,LinkAja,1,2023,BGT02980,INC00938,1400000.0,1000000.0,600000.0,3000000.0,2400000.0,allowance,2023-01-24 00:28:00,23,19235500.0,0.0,1422000.0,0.0,2348000.0,456500.0,15465500.0,1.0157142857142858,2.348,25.775833333333335,8.014791666666667,22,874340.9090909091,31,9,3717500.0,11129500.0,,True,overspending
TXN005484,USR001,2023-01-22 12:21:46,Indodax,456500.0,investment,Investment,Transfer,LinkAja,1,2023,BGT03654,INC07598,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-01-31 06:18:00,24,19692000.0,0.0,1422000.0,0.0,2348000.0,456500.0,15922000.0,2.5854545454545454,7.826666666666667,79.61,23.167058823529413,22,895090.9090909091,31,9,3587000.0,11586000.0,,True,overspending
TXN000680,USR001,2023-01-28 16:07:43,Pintu Crypto,1689000.0,investment,Investment,QRIS,BCA,1,2023,BGT04679,INC02284,750000.0,550000.0,300000.0,1600000.0,1300000.0,scholarship,2023-01-01 01:41:00,1,1689000.0,0.0,0.0,0.0,0.0,1689000.0,1689000.0,0.0,0.0,5.63,1.2992307692307692,28,60321.42857142857,31,3,4689000.0,13275000.0,,True,overspending
TXN000680,USR001,2023-01-28 16:07:43,Pintu Crypto,1689000.0,investment,Investment,QRIS,BCA,1,2023,BGT00334,INC07062,500000.0,300000.0,300000.0,1100000.0,800000.0,scholarship,2023-01-12 01:06:00,2,3378000.0,0.0,0.0,0.0,0.0,1689000.0,3378000.0,0.0,0.0,11.26,4.2225,28,120642.85714285714,31,3,5791000.0,14964000.0,,True,overspending
TXN000680,USR001,2023-01-28 16:07:43,Pintu Crypto,1689000.0,investment,Investment,QRIS,BCA,1,2023,BGT02980,INC00938,1400000.0,1000000.0,600000.0,3000000.0,2400000.0,allowance,2023-01-24 00:28:00,3,5067000.0,0.0,0.0,0.0,0.0,1689000.0,5067000.0,0.0,0.0,8.445,2.11125,28,180964.2857142857,31,3,6893000.0,16653000.0,,True,overspending
TXN000680,USR001,2023-01-28 16:07:43,Pintu Crypto,1689000.0,investment,Investment,QRIS,BCA,1,2023,BGT03654,INC07598,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-01-31 06:18:00,4,6756000.0,0.0,0.0,0.0,0.0,1689000.0,6756000.0,0.0,0.0,33.78,7.948235294117647,28,241285.7142857143,31,3,8125500.0,18342000.0,,True,overspending
TXN003356,USR001,2023-01-30 01:14:48,PLN Mobile,337500.0,utilities,Needs,Credit Card,BNI,1,2023,BGT04679,INC02284,750000.0,550000.0,300000.0,1600000.0,1300000.0,scholarship,2023-01-01 01:41:00,9,9441500.0,337500.0,337500.0,0.0,2348000.0,0.0,6756000.0,0.45,4.2690909090909095,22.52,7.262692307692308,30,314716.6666666667,31,1,8006500.0,18679500.0,,True,overspending
TXN003356,USR001,2023-01-30 01:14:48,PLN Mobile,337500.0,utilities,Needs,Credit Card,BNI,1,2023,BGT00334,INC07062,500000.0,300000.0,300000.0,1100000.0,800000.0,scholarship,2023-01-12 01:06:00,10,9779000.0,337500.0,675000.0,0.0,2348000.0,0.0,6756000.0,1.35,7.826666666666667,22.52,12.22375,30,325966.6666666667,31,1,7887500.0,19017000.0,,True,overspending
TXN003356,USR001,2023-01-30 01:14:48,PLN Mobile,337500.0,utilities,Needs,Credit Card,BNI,1,2023,BGT02980,INC00938,1400000.0,1000000.0,600000.0,3000000.0,2400000.0,allowance,2023-01-24 00:28:00,11,10116500.0,337500.0,1012500.0,0.0,2348000.0,0.0,6756000.0,0.7232142857142857,2.348,11.26,4.215208333333333,30,337216.6666666667,31,1,7768500.0,19354500.0,,True,overspending
TXN003356,USR001,2023-01-30 01:14:48,PLN Mobile,337500.0,utilities,Needs,Credit Card,BNI,1,2023,BGT03654,INC07598,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-01-31 06:18:00,12,10454000.0,337500.0,1350000.0,0.0,2348000.0,0.0,6756000.0,2.4545454545454546,7.826666666666667,33.78,12.298823529411765,30,348466.6666666667,31,1,6417000.0,19692000.0,,True,overspending
TXN008643,USR001,2023-02-04 16:56:47,Zenius,209000.0,education,Wants,Transfer,BCA,2,2023,BGT00851,INC05248,750000.0,450000.0,350000.0,1550000.0,1200000.0,scholarship,2023-02-28 01:18:00,4,675500.0,0.0,0.0,209000.0,675500.0,0.0,0.0,0.0,1.501111111111111,0.0,0.5629166666666666,4,168875.0,28,24,4937000.0,19901000.0,19692000.0,False,near_wants_limit
TXN008643,USR001,2023-02-04 16:56:47,Zenius,209000.0,education,Wants,Transfer,BCA,2,2023,BGT04655,INC04070,950000.0,650000.0,300000.0,1900000.0,1600000.0,allowance,2023-02-22 13:13:00,5,884500.0,0.0,0.0,209000.0,884500.0,0.0,0.0,0.0,1.3607692307692307,0.0,0.5528125,4,221125.0,28,24,3457000.0,20110000.0,19692000.0,False,near_wants_limit
TXN008643,USR001,2023-02-04 16:56:47,Zenius,209000.0,education,Wants,Transfer,BCA,2,2023,BGT02691,INC06694,1400000.0,850000.0,400000.0,2650000.0,2250000.0,part_time,2023-02-02 02:14:00,6,1093500.0,0.0,0.0,209000.0,1093500.0,0.0,0.0,0.0,1.286470588235294,0.0,0.486,4,273375.0,28,24,1977000.0,20319000.0,19692000.0,False,near_wants_limit
TXN003331,USR001,2023-02-14 14:44:13,Dicoding,155500.0,education,Wants,Transfer,OVO,2,2023,BGT00851,INC05248,750000.0,450000.0,350000.0,1550000.0,1200000.0,scholarship,2023-02-28 01:18:00,1,155500.0,0.0,0.0,155500.0,155500.0,0.0,0.0,0.0,0.34555555555555556,0.0,0.12958333333333333,14,11107.142857142857,28,14,1795000.0,20474500.0,19692000.0,False,safe
TXN003331,USR001,2023-02-14 14:44:13,Dicoding,155500.0,education,Wants,Transfer,OVO,2,2023,BGT04655,INC04070,950000.0,650000.0,300000.0,1900000.0,1600000.0,allowance,2023-02-22 13:13:00,2,311000.0,0.0,0.0,155500.0,311000.0,0.0,0.0,0.0,0.47846153846153844,0.0,0.194375,14,22214.285714285714,28,14,1613000.0,20630000.0,19692000.0,False,safe
TXN003331,USR001,2023-02-14 14:44:13,Dicoding,155500.0,education,Wants,Transfer,OVO,2,2023,BGT02691,INC06694,1400000.0,850000.0,400000.0,2650000.0,2250000.0,part_time,2023-02-02 02:14:00,3,466500.0,0.0,0.0,155500.0,466500.0,0.0,0.0,0.0,0.5488235294117647,0.0,0.20733333333333334,14,33321.42857142857,28,14,1431000.0,20785500.0,19692000.0,False,safe
TXN005830,USR001,2023-03-03 18:22:25,Udemy,239500.0,education,Wants,Cash,Cash,3,2023,BGT02061,INC01528,1400000.0,650000.0,450000.0,2500000.0,2050000.0,scholarship,2023-03-17 09:03:00,5,4459500.0,0.0,216000.0,239500.0,4243500.0,0.0,0.0,0.15428571428571428,6.5284615384615385,0.0,2.1753658536585365,3,1486500.0,31,28,1333000.0,19190000.0,1093500.0,True,overspending
TXN005830,USR001,2023-03-03 18:22:25,Udemy,239500.0,education,Wants,Cash,Cash,3,2023,BGT01259,INC00227,1200000.0,650000.0,550000.0,2450000.0,1850000.0,scholarship,2023-03-07 17:34:00,6,4699000.0,0.0,216000.0,239500.0,4483000.0,0.0,0.0,0.18,6.896923076923077,0.0,2.54,3,1566333.3333333333,31,28,1363500.0,17594500.0,1093500.0,True,overspending
TXN006358,USR001,2023-03-04 18:12:42,Klinik Pratama,357000.0,health,Needs,Transfer,LinkAja,3,2023,BGT02061,INC01528,1400000.0,650000.0,450000.0,2500000.0,2050000.0,scholarship,2023-03-17 09:03:00,9,5560000.0,357000.0,1077000.0,0.0,4483000.0,0.0,0.0,0.7692857142857142,6.896923076923077,0.0,2.7121951219512197,4,1390000.0,31,27,1511500.0,16116500.0,1093500.0,True,overspending
TXN006358,USR001,2023-03-04 18:12:42,Klinik Pratama,357000.0,health,Needs,Transfer,LinkAja,3,2023,BGT01259,INC00227,1200000.0,650000.0,550000.0,2450000.0,1850000.0,scholarship,2023-03-07 17:34:00,10,5917000.0,357000.0,1434000.0,0.0,4483000.0,0.0,0.0,1.195,6.896923076923077,0.0,3.1983783783783784,4,1479250.0,31,27,1659500.0,14638500.0,1093500.0,True,overspending
TXN006256,USR001,2023-03-08 20:29:43,Watson,252000.0,health,Needs,Debit,CIMB Niaga,3,2023,BGT02061,INC01528,1400000.0,650000.0,450000.0,2500000.0,2050000.0,scholarship,2023-03-17 09:03:00,7,4951000.0,252000.0,468000.0,0.0,4483000.0,0.0,0.0,0.3342857142857143,6.896923076923077,0.0,2.415121951219512,8,618875.0,31,23,1756000.0,14872500.0,1093500.0,True,overspending
TXN006256,USR001,2023-03-08 20:29:43,Watson,252000.0,health,Needs,Debit,CIMB Niaga,3,2023,BGT01259,INC00227,1200000.0,650000.0,550000.0,2450000.0,1850000.0,scholarship,2023-03-07 17:34:00,8,5203000.0,252000.0,720000.0,0.0,4483000.0,0.0,0.0,0.6,6.896923076923077,0.0,2.8124324324324323,8,650375.0,31,23,1852500.0,15106500.0,1093500.0,True,overspending
TXN002233,USR001,2023-03-26 14:16:34,Nasi Goreng Pak Nasir,108000.0,food,Needs,QRIS,ShopeePay,3,2023,BGT02061,INC01528,1400000.0,650000.0,450000.0,2500000.0,2050000.0,scholarship,2023-03-17 09:03:00,3,4112000.0,108000.0,108000.0,0.0,4004000.0,0.0,0.0,0.07714285714285714,6.16,0.0,2.0058536585365854,26,158153.84615384616,31,5,1805000.0,15196500.0,1093500.0,True,overspending
TXN002233,USR001,2023-03-26 14:16:34,Nasi Goreng Pak Nasir,108000.0,food,Needs,QRIS,ShopeePay,3,2023,BGT01259,INC00227,1200000.0,650000.0,550000.0,2450000.0,1850000.0,scholarship,2023-03-07 17:34:00,4,4220000.0,108000.0,216000.0,0.0,4004000.0,0.0,0.0,0.18,6.16,0.0,2.281081081081081,26,162307.6923076923,31,5,1673500.0,15286500.0,1093500.0,True,overspending
TXN000609,USR001,2023-03-31 11:00:01,OYO,2002000.0,travel,Wants,QRIS,Gopay,3,2023,BGT02061,INC01528,1400000.0,650000.0,450000.0,2500000.0,2050000.0,scholarship,2023-03-17 09:03:00,1,2002000.0,0.0,0.0,2002000.0,2002000.0,0.0,0.0,0.0,3.08,0.0,0.9765853658536585,31,64580.645161290326,31,0,3436000.0,16701500.0,1093500.0,False,near_total_limit
TXN000609,USR001,2023-03-31 11:00:01,OYO,2002000.0,travel,Wants,QRIS,Gopay,3,2023,BGT01259,INC00227,1200000.0,650000.0,550000.0,2450000.0,1850000.0,scholarship,2023-03-07 17:34:00,2,4004000.0,0.0,0.0,2002000.0,4004000.0,0.0,0.0,0.0,6.16,0.0,2.1643243243243244,31,129161.29032258065,31,0,5081000.0,18116500.0,1093500.0,True,overspending
TXN005348,USR001,2023-04-03 22:58:36,Citilink,743500.0,travel,Wants,Transfer,BCA,4,2023,BGT08340,INC09041,1250000.0,650000.0,600000.0,2500000.0,1900000.0,part_time,2023-04-15 01:15:00,1,743500.0,0.0,0.0,743500.0,743500.0,0.0,0.0,0.0,1.143846153846154,0.0,0.39131578947368423,3,247833.33333333334,30,27,5467500.0,18273000.0,5917000.0,False,near_wants_limit
TXN005348,USR001,2023-04-03 22:58:36,Citilink,743500.0,travel,Wants,Transfer,BCA,4,2023,BGT05947,INC08274,1100000.0,750000.0,450000.0,2300000.0,1850000.0,scholarship,2023-04-06 01:00:00,2,1487000.0,0.0,0.0,743500.0,1487000.0,0.0,0.0,0.0,1.9826666666666666,0.0,0.8037837837837838,3,495666.6666666667,30,27,5959000.0,18429500.0,5917000.0,False,near_total_limit
TXN005348,USR001,2023-04-03 22:58:36,Citilink,743500.0,travel,Wants,Transfer,BCA,4,2023,BGT03283,INC04336,1350000.0,750000.0,450000.0,2550000.0,2100000.0,allowance,2023-04-16 12:14:00,3,2230500.0,0.0,0.0,743500.0,2230500.0,0.0,0.0,0.0,2.974,0.0,1.062142857142857,3,743500.0,30,27,6450500.0,18716500.0,5917000.0,True,overspending
TXN005348,USR001,2023-04-03 22:58:36,Citilink,743500.0,travel,Wants,Transfer,BCA,4,2023,BGT08276,INC08701,500000.0,350000.0,300000.0,1150000.0,850000.0,allowance,2023-04-17 12:06:00,4,2974000.0,0.0,0.0,743500.0,2974000.0,0.0,0.0,0.0,8.497142857142856,0.0,3.498823529411765,3,991333.3333333334,30,27,7086000.0,19003500.0,5917000.0,True,overspending
TXN005348,USR001,2023-04-03 22:58:36,Citilink,743500.0,travel,Wants,Transfer,BCA,4,2023,BGT05311,INC05092,950000.0,550000.0,500000.0,2000000.0,1500000.0,allowance,2023-04-27 21:01:00,5,3717500.0,0.0,0.0,743500.0,3717500.0,0.0,0.0,0.0,6.759090909090909,0.0,2.4783333333333335,3,1239166.6666666667,30,27,7721500.0,19290500.0,5917000.0,True,overspending
TXN006583,USR001,2023-04-22 09:01:03,Bareksa,207000.0,investment,Investment,Credit Card,BRI,4,2023,BGT08340,INC09041,1250000.0,650000.0,600000.0,2500000.0,1900000.0,part_time,2023-04-15 01:15:00,6,3924500.0,0.0,0.0,0.0,3717500.0,207000.0,207000.0,0.0,5.719230769230769,0.345,2.065526315789474,22,178386.36363636365,30,8,5926500.0,19041000.0,5917000.0,True,overspending
TXN006583,USR001,2023-04-22 09:01:03,Bareksa,207000.0,investment,Investment,Credit Card,BRI,4,2023,BGT05947,INC08274,1100000.0,750000.0,450000.0,2300000.0,1850000.0,scholarship,2023-04-06 01:00:00,7,4131500.0,0.0,0.0,0.0,3717500.0,207000.0,414000.0,0.0,4.956666666666667,0.92,2.233243243243243,22,187795.45454545456,30,8,4131500.0,17559000.0,5917000.0,True,overspending
TXN006583,USR001,2023-04-22 09:01:03,Bareksa,207000.0,investment,Investment,Credit Card,BRI,4,2023,BGT03283,INC04336,1350000.0,750000.0,450000.0,2550000.0,2100000.0,allowance,2023-04-16 12:14:00,8,4338500.0,0.0,0.0,0.0,3717500.0,207000.0,621000.0,0.0,4.956666666666667,1.38,2.065952380952381,22,197204.54545454544,30,8,3595000.0,16077000.0,5917000.0,True,overspending
TXN006583,USR001,2023-04-22 09:01:03,Bareksa,207000.0,investment,Investment,Credit Card,BRI,4,2023,BGT08276,INC08701,500000.0,350000.0,300000.0,1150000.0,850000.0,allowance,2023-04-17 12:06:00,9,4545500.0,0.0,0.0,0.0,3717500.0,207000.0,828000.0,0.0,10.621428571428572,2.76,5.347647058823529,22,206613.63636363635,30,8,3058500.0,14595000.0,5917000.0,True,overspending
TXN006583,USR001,2023-04-22 09:01:03,Bareksa,207000.0,investment,Investment,Credit Card,BRI,4,2023,BGT05311,INC05092,950000.0,550000.0,500000.0,2000000.0,1500000.0,allowance,2023-04-27 21:01:00,10,4752500.0,0.0,0.0,0.0,3717500.0,207000.0,1035000.0,0.0,6.759090909090909,2.07,3.1683333333333334,22,216022.72727272726,30,8,2522000.0,13113000.0,5917000.0,True,overspending
TXN000223,USR001,2023-05-09 00:10:10,Alfamidi,79500.0,groceries,Needs,Cash,Cash,5,2023,BGT09007,INC06422,750000.0,500000.0,450000.0,1700000.0,1250000.0,scholarship,2023-05-29 20:24:00,1,79500.0,79500.0,79500.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0636,9,8833.333333333334,31,22,1858000.0,12855000.0,4752500.0,False,safe
TXN000223,USR001,2023-05-09 00:10:10,Alfamidi,79500.0,groceries,Needs,Cash,Cash,5,2023,BGT05722,INC07515,1000000.0,550000.0,300000.0,1850000.0,1550000.0,allowance,2023-05-16 12:42:00,2,159000.0,79500.0,159000.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.10258064516129033,9,17666.666666666668,31,22,1194000.0,12597000.0,4752500.0,False,safe
TXN000223,USR001,2023-05-09 00:10:10,Alfamidi,79500.0,groceries,Needs,Cash,Cash,5,2023,BGT04380,INC00301,750000.0,400000.0,250000.0,1400000.0,1150000.0,allowance,2023-05-19 10:25:00,3,238500.0,79500.0,238500.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.2073913043478261,9,26500.0,31,22,1066500.0,12339000.0,4752500.0,False,safe
TXN000223,USR001,2023-05-09 00:10:10,Alfamidi,79500.0,groceries,Needs,Cash,Cash,5,2023,BGT07292,INC03576,1100000.0,600000.0,250000.0,1950000.0,1700000.0,scholarship,2023-05-30 14:00:00,4,318000.0,79500.0,318000.0,0.0,0.0,0.0,0.0,0.28909090909090907,0.0,0.0,0.18705882352941178,9,35333.333333333336,31,22,939000.0,12081000.0,4752500.0,False,safe
TXN002770,USR001,2023-05-16 19:30:05,Spotify,158500.0,entertainment,Wants,Transfer,ShopeePay,5,2023,BGT09007,INC06422,750000.0,500000.0,450000.0,1700000.0,1250000.0,scholarship,2023-05-29 20:24:00,9,784500.0,0.0,318000.0,158500.0,466500.0,0.0,0.0,0.424,0.933,0.0,0.6276,16,49031.25,31,15,890500.0,12030500.0,4752500.0,False,near_wants_limit
TXN002770,USR001,2023-05-16 19:30:05,Spotify,158500.0,entertainment,Wants,Transfer,ShopeePay,5,2023,BGT05722,INC07515,1000000.0,550000.0,300000.0,1850000.0,1550000.0,allowance,2023-05-16 12:42:00,10,943000.0,0.0,318000.0,158500.0,625000.0,0.0,0.0,0.318,1.1363636363636365,0.0,0.6083870967741936,16,58937.5,31,15,842000.0,11980000.0,4752500.0,False,near_wants_limit
TXN002770,USR001,2023-05-16 19:30:05,Spotify,158500.0,entertainment,Wants,Transfer,ShopeePay,5,2023,BGT04380,INC00301,750000.0,400000.0,250000.0,1400000.0,1150000.0,allowance,2023-05-19 10:25:00,11,1101500.0,0.0,318000.0,158500.0,783500.0,0.0,0.0,0.424,1.95875,0.0,0.9578260869565217,16,68843.75,31,15,793500.0,11929500.0,4752500.0,False,near_total_limit
TXN002770,USR001,2023-05-16 19:30:05,Spotify,158500.0,entertainment,Wants,Transfer,ShopeePay,5,2023,BGT07292,INC03576,1100000.0,600000.0,250000.0,1950000.0,1700000.0,scholarship,2023-05-30 14:00:00,12,1260000.0,0.0,318000.0,158500.0,942000.0,0.0,0.0,0.28909090909090907,1.57,0.0,0.7411764705882353,16,78750.0,31,15,872500.0,11932500.0,4752500.0,False,near_wants_limit
TXN004717,USR001,2023-05-18 22:30:33,SPA Reflexology,403000.0,self_care,Wants,Debit,BRI,5,2023,BGT09007,INC06422,750000.0,500000.0,450000.0,1700000.0,1250000.0,scholarship,2023-05-29 20:24:00,13,1663000.0,0.0,318000.0,403000.0,1345000.0,0.0,0.0,0.424,2.69,0.0,1.3304,18,92388.88888888889,31,13,1196000.0,12180000.0,4752500.0,True,overspending
TXN004717,USR001,2023-05-18 22:30:33,SPA Reflexology,403000.0,self_care,Wants,Debit,BRI,5,2023,BGT05722,INC07515,1000000.0,550000.0,300000.0,1850000.0,1550000.0,allowance,2023-05-16 12:42:00,14,2066000.0,0.0,318000.0,403000.0,1748000.0,0.0,0.0,0.318,3.178181818181818,0.0,1.3329032258064517,18,114777.77777777778,31,13,1519500.0,12427500.0,4752500.0,True,overspending
TXN004717,USR001,2023-05-18 22:30:33,SPA Reflexology,403000.0,self_care,Wants,Debit,BRI,5,2023,BGT04380,INC00301,750000.0,400000.0,250000.0,1400000.0,1150000.0,allowance,2023-05-19 10:25:00,15,2469000.0,0.0,318000.0,403000.0,2151000.0,0.0,0.0,0.424,5.3775,0.0,2.1469565217391304,18,137166.66666666666,31,13,1843000.0,12591000.0,4752500.0,True,overspending
TXN004717,USR001,2023-05-18 22:30:33,SPA Reflexology,403000.0,self_care,Wants,Debit,BRI,5,2023,BGT07292,INC03576,1100000.0,600000.0,250000.0,1950000.0,1700000.0,scholarship,2023-05-30 14:00:00,16,2872000.0,0.0,318000.0,403000.0,2554000.0,0.0,0.0,0.28909090909090907,4.256666666666667,0.0,1.6894117647058824,18,159555.55555555556,31,13,2087500.0,12754500.0,4752500.0,True,overspending
TXN009555,USR001,2023-05-27 04:14:41,Cult Fitness,198500.0,health,Needs,Credit Card,Citibank,5,2023,BGT09007,INC06422,750000.0,500000.0,450000.0,1700000.0,1250000.0,scholarship,2023-05-29 20:24:00,21,3408500.0,198500.0,516500.0,0.0,2892000.0,0.0,0.0,0.6886666666666666,5.784,0.0,2.7268,27,126240.74074074074,31,4,2127500.0,12596000.0,4752500.0,True,overspending
TXN009555,USR001,2023-05-27 04:14:41,Cult Fitness,198500.0,health,Needs,Credit Card,Citibank,5,2023,BGT05722,INC07515,1000000.0,550000.0,300000.0,1850000.0,1550000.0,allowance,2023-05-16 12:42:00,22,3607000.0,198500.0,715000.0,0.0,2892000.0,0.0,0.0,0.715,5.258181818181818,0.0,2.3270967741935484,27,133592.59259259258,31,4,2167500.0,12437500.0,4752500.0,True,overspending
